Position,Hand,Hand Type,Recommended Action
CO,AA,Premium,Raise (almost always)
BB,95o,Trash,Fold (unplayable)
BTN,98s,Speculative,"Call if no raise, fold to raise"
UTG+1,J9s,Marginal,Fold (too weak early)
CO,98s,Speculative,Fold (not profitable OOP)
SB,AA,Premium,Raise (almost always)
UTG,87s,Speculative,Fold (not profitable OOP)
UTG+1,83o,Trash,Fold (unplayable)
MP,AKs,Premium,Raise (almost always)
UTG+1,A5s,Speculative,Fold (not profitable OOP)
UTG,AKs,Premium,Raise (almost always)
HJ,83o,Trash,Fold (unplayable)
BTN,83o,Trash,Fold (unplayable)
MP,AA,Premium,Raise (almost always)
BTN,A5s,Speculative,"Call if no raise, fold to raise"
CO,J9s,Marginal,"Call if folded to, fold to aggression"
HJ,83o,Trash,Fold (unplayable)
MP,KTs,Speculative,Fold (not profitable OOP)
BTN,KK,Premium,Raise (almost always)
SB,QQ,Premium,Raise (almost always)
BB,QTo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
UTG+1,98s,Speculative,Fold (not profitable OOP)
HJ,95o,Trash,Fold (unplayable)
MP,KK,Premium,Raise (almost always)
HJ,T9s,Speculative,Fold (not profitable OOP)
BTN,QTo,Marginal,"Call if folded to, fold to aggression"
UTG,A5s,Speculative,Fold (not profitable OOP)
UTG,22,Marginal,Fold (too weak early)
MP,T9s,Speculative,Fold (not profitable OOP)
BTN,KJo,Marginal,"Call if folded to, fold to aggression"
MP,JJ,Strong,"Call, fold to large 3-bet"
HJ,AQs,Strong,"Call, fold to large 3-bet"
MP,83o,Trash,Fold (unplayable)
UTG,AJs,Strong,"Call, fold to large 3-bet"
BB,J4o,Trash,Fold (unplayable)
SB,J4o,Trash,Fold (unplayable)
HJ,98s,Speculative,Fold (not profitable OOP)
CO,95o,Trash,Fold (unplayable)
UTG,TT,Strong,"Call, fold to large 3-bet"
UTG+1,98s,Speculative,Fold (not profitable OOP)
MP,22,Marginal,Fold (too weak early)
CO,22,Marginal,"Call if folded to, fold to aggression"
MP,95o,Trash,Fold (unplayable)
BB,AQs,Strong,"Call, fold to large 3-bet"
SB,TT,Strong,"Raise, call 3-bet in position"
UTG,87s,Speculative,Fold (not profitable OOP)
UTG+1,AA,Premium,Raise (almost always)
BTN,87s,Speculative,"Call if no raise, fold to raise"
SB,AKs,Premium,Raise (almost always)
BTN,A5s,Speculative,"Call if no raise, fold to raise"
SB,QQ,Premium,Raise (almost always)
UTG+1,T9s,Speculative,Fold (not profitable OOP)
SB,T9s,Speculative,"Call if no raise, fold to raise"
BTN,72o,Trash,Fold (unplayable)
UTG+1,KTs,Speculative,Fold (not profitable OOP)
SB,QQ,Premium,Raise (almost always)
UTG+1,98s,Speculative,Fold (not profitable OOP)
HJ,AKs,Premium,Raise (almost always)
BTN,98s,Speculative,"Call if no raise, fold to raise"
UTG+1,83o,Trash,Fold (unplayable)
BB,TT,Strong,"Call, fold to large 3-bet"
CO,83o,Trash,Fold (unplayable)
BTN,AKs,Premium,Raise (almost always)
HJ,KK,Premium,Raise (almost always)
UTG+1,QQ,Premium,Raise (almost always)
HJ,KTs,Speculative,Fold (not profitable OOP)
BB,QTo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
UTG,AKs,Premium,Raise (almost always)
UTG+1,95o,Trash,Fold (unplayable)
MP,98s,Speculative,Fold (not profitable OOP)
HJ,KQs,Strong,"Call, fold to large 3-bet"
UTG,KTs,Speculative,Fold (not profitable OOP)
CO,J9s,Marginal,"Call if folded to, fold to aggression"
HJ,KK,Premium,Raise (almost always)
MP,J4o,Trash,Fold (unplayable)
BB,A9o,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
BTN,72o,Trash,Fold (unplayable)
UTG+1,KTs,Speculative,Fold (not profitable OOP)
MP,JJ,Strong,"Call, fold to large 3-bet"
HJ,AJs,Strong,"Call, fold to large 3-bet"
BB,QTo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
BTN,KQs,Strong,"Raise, call 3-bet in position"
UTG,KJo,Marginal,Fold (too weak early)
HJ,AJs,Strong,"Call, fold to large 3-bet"
BTN,AA,Premium,Raise (almost always)
BTN,QQ,Premium,Raise (almost always)
CO,22,Marginal,"Call if folded to, fold to aggression"
BTN,KTs,Speculative,"Call if no raise, fold to raise"
BTN,AKs,Premium,Raise (almost always)
BTN,KJo,Marginal,"Call if folded to, fold to aggression"
BTN,72o,Trash,Fold (unplayable)
MP,T9s,Speculative,Fold (not profitable OOP)
MP,TT,Strong,"Call, fold to large 3-bet"
CO,AQs,Strong,"Raise, call 3-bet in position"
BTN,87s,Speculative,"Call if no raise, fold to raise"
MP,A9o,Marginal,Fold (too weak early)
BTN,QTo,Marginal,"Call if folded to, fold to aggression"
HJ,AA,Premium,Raise (almost always)
UTG,KJo,Marginal,Fold (too weak early)
SB,83o,Trash,Fold (unplayable)
UTG+1,A5s,Speculative,Fold (not profitable OOP)
HJ,AQs,Strong,"Call, fold to large 3-bet"
SB,98s,Speculative,"Call if no raise, fold to raise"
UTG+1,T9s,Speculative,Fold (not profitable OOP)
SB,QQ,Premium,Raise (almost always)
SB,T9s,Speculative,"Call if no raise, fold to raise"
MP,AKs,Premium,Raise (almost always)
BTN,87s,Speculative,"Call if no raise, fold to raise"
MP,AA,Premium,Raise (almost always)
MP,TT,Strong,"Call, fold to large 3-bet"
CO,QQ,Premium,Raise (almost always)
HJ,AJs,Strong,"Call, fold to large 3-bet"
UTG+1,QQ,Premium,Raise (almost always)
BB,A5s,Speculative,"Call if no raise, fold to raise"
BB,T9s,Speculative,"Call if no raise, fold to raise"
MP,JJ,Strong,"Call, fold to large 3-bet"
CO,QQ,Premium,Raise (almost always)
CO,KJo,Marginal,"Call if folded to, fold to aggression"
SB,KJo,Marginal,"Call if folded to, fold to aggression"
SB,72o,Trash,Fold (unplayable)
UTG+1,J9s,Marginal,Fold (too weak early)
CO,A9o,Marginal,"Call if folded to, fold to aggression"
MP,AQs,Strong,"Call, fold to large 3-bet"
CO,A9o,Marginal,"Call if folded to, fold to aggression"
SB,QTo,Marginal,"Call if folded to, fold to aggression"
BTN,83o,Trash,Fold (unplayable)
BTN,T9s,Speculative,"Call if no raise, fold to raise"
UTG,T9s,Speculative,Fold (not profitable OOP)
UTG,QTo,Marginal,Fold (too weak early)
CO,A9o,Marginal,"Call if folded to, fold to aggression"
UTG+1,AKs,Premium,Raise (almost always)
MP,22,Marginal,Fold (too weak early)
CO,AA,Premium,Raise (almost always)
HJ,KK,Premium,Raise (almost always)
HJ,QQ,Premium,Raise (almost always)
SB,JJ,Strong,"Raise, call 3-bet in position"
CO,A5s,Speculative,Fold (not profitable OOP)
SB,J9s,Marginal,"Call if folded to, fold to aggression"
BB,J9s,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
SB,J4o,Trash,Fold (unplayable)
BB,T9s,Speculative,"Call if no raise, fold to raise"
UTG+1,A9o,Marginal,Fold (too weak early)
UTG+1,72o,Trash,Fold (unplayable)
HJ,22,Marginal,"Call if folded to, fold to aggression"
HJ,T3o,Trash,Fold (unplayable)
BTN,22,Marginal,"Call if folded to, fold to aggression"
BB,98s,Speculative,"Call if no raise, fold to raise"
BB,KJo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
BB,KQs,Strong,"Call, fold to large 3-bet"
BTN,KQs,Strong,"Raise, call 3-bet in position"
UTG+1,KQs,Strong,"Call, fold to large 3-bet"
UTG,KK,Premium,Raise (almost always)
SB,KK,Premium,Raise (almost always)
BB,KTs,Speculative,"Call if no raise, fold to raise"
UTG+1,KJo,Marginal,Fold (too weak early)
UTG+1,A9o,Marginal,Fold (too weak early)
UTG,T9s,Speculative,Fold (not profitable OOP)
BB,KJo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
UTG,KK,Premium,Raise (almost always)
HJ,KTs,Speculative,Fold (not profitable OOP)
CO,AJs,Strong,"Raise, call 3-bet in position"
UTG+1,TT,Strong,"Call, fold to large 3-bet"
CO,AQs,Strong,"Raise, call 3-bet in position"
BB,KJo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
BB,QQ,Premium,Raise (almost always)
BB,J4o,Trash,Fold (unplayable)
HJ,AA,Premium,Raise (almost always)
CO,72o,Trash,Fold (unplayable)
BB,TT,Strong,"Call, fold to large 3-bet"
UTG,AA,Premium,Raise (almost always)
HJ,QQ,Premium,Raise (almost always)
CO,AQs,Strong,"Raise, call 3-bet in position"
BB,KK,Premium,Raise (almost always)
SB,22,Marginal,"Call if folded to, fold to aggression"
UTG,AQs,Strong,"Call, fold to large 3-bet"
CO,72o,Trash,Fold (unplayable)
MP,98s,Speculative,Fold (not profitable OOP)
SB,AJs,Strong,"Raise, call 3-bet in position"
MP,AA,Premium,Raise (almost always)
UTG+1,QQ,Premium,Raise (almost always)
CO,KK,Premium,Raise (almost always)
MP,98s,Speculative,Fold (not profitable OOP)
CO,KTs,Speculative,Fold (not profitable OOP)
HJ,KQs,Strong,"Call, fold to large 3-bet"
MP,QTo,Marginal,Fold (too weak early)
MP,JJ,Strong,"Call, fold to large 3-bet"
BTN,T3o,Trash,Fold (unplayable)
UTG+1,83o,Trash,Fold (unplayable)
SB,A5s,Speculative,"Call if no raise, fold to raise"
HJ,83o,Trash,Fold (unplayable)
MP,AKs,Premium,Raise (almost always)
UTG,A9o,Marginal,Fold (too weak early)
HJ,J9s,Marginal,"Call if folded to, fold to aggression"
SB,22,Marginal,"Call if folded to, fold to aggression"
HJ,KJo,Marginal,"Call if folded to, fold to aggression"
BB,JJ,Strong,"Call, fold to large 3-bet"
SB,TT,Strong,"Raise, call 3-bet in position"
UTG+1,AQs,Strong,"Call, fold to large 3-bet"
UTG+1,98s,Speculative,Fold (not profitable OOP)
HJ,T9s,Speculative,Fold (not profitable OOP)
SB,KK,Premium,Raise (almost always)
HJ,AKs,Premium,Raise (almost always)
HJ,T9s,Speculative,Fold (not profitable OOP)
SB,95o,Trash,Fold (unplayable)
SB,T3o,Trash,Fold (unplayable)
SB,JJ,Strong,"Raise, call 3-bet in position"
UTG,KTs,Speculative,Fold (not profitable OOP)
CO,QTo,Marginal,"Call if folded to, fold to aggression"
UTG+1,KJo,Marginal,Fold (too weak early)
SB,87s,Speculative,"Call if no raise, fold to raise"
UTG,A9o,Marginal,Fold (too weak early)
CO,KK,Premium,Raise (almost always)
CO,AJs,Strong,"Raise, call 3-bet in position"
UTG+1,TT,Strong,"Call, fold to large 3-bet"
UTG,TT,Strong,"Call, fold to large 3-bet"
CO,87s,Speculative,Fold (not profitable OOP)
BB,QTo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
MP,A9o,Marginal,Fold (too weak early)
SB,JJ,Strong,"Raise, call 3-bet in position"
CO,AKs,Premium,Raise (almost always)
BTN,QTo,Marginal,"Call if folded to, fold to aggression"
BB,87s,Speculative,"Call if no raise, fold to raise"
MP,KQs,Strong,"Call, fold to large 3-bet"
BTN,A5s,Speculative,"Call if no raise, fold to raise"
HJ,AKs,Premium,Raise (almost always)
UTG+1,22,Marginal,Fold (too weak early)
SB,J4o,Trash,Fold (unplayable)
BB,JJ,Strong,"Call, fold to large 3-bet"
HJ,72o,Trash,Fold (unplayable)
HJ,KJo,Marginal,"Call if folded to, fold to aggression"
SB,22,Marginal,"Call if folded to, fold to aggression"
SB,KTs,Speculative,"Call if no raise, fold to raise"
BTN,A5s,Speculative,"Call if no raise, fold to raise"
SB,22,Marginal,"Call if folded to, fold to aggression"
BB,KK,Premium,Raise (almost always)
BB,A9o,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
UTG,87s,Speculative,Fold (not profitable OOP)
UTG+1,KTs,Speculative,Fold (not profitable OOP)
HJ,T3o,Trash,Fold (unplayable)
SB,87s,Speculative,"Call if no raise, fold to raise"
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
SB,J4o,Trash,Fold (unplayable)
BB,QTo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
BB,KTs,Speculative,"Call if no raise, fold to raise"
UTG,QTo,Marginal,Fold (too weak early)
UTG,AKs,Premium,Raise (almost always)
MP,JJ,Strong,"Call, fold to large 3-bet"
BB,95o,Trash,Fold (unplayable)
BB,98s,Speculative,"Call if no raise, fold to raise"
UTG,AKs,Premium,Raise (almost always)
BB,A9o,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
MP,KJo,Marginal,Fold (too weak early)
HJ,QTo,Marginal,"Call if folded to, fold to aggression"
UTG,QTo,Marginal,Fold (too weak early)
SB,KK,Premium,Raise (almost always)
BTN,QTo,Marginal,"Call if folded to, fold to aggression"
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
SB,KJo,Marginal,"Call if folded to, fold to aggression"
BB,AJs,Strong,"Call, fold to large 3-bet"
BB,87s,Speculative,"Call if no raise, fold to raise"
UTG,22,Marginal,Fold (too weak early)
HJ,98s,Speculative,Fold (not profitable OOP)
BTN,KK,Premium,Raise (almost always)
CO,KJo,Marginal,"Call if folded to, fold to aggression"
SB,JJ,Strong,"Raise, call 3-bet in position"
BTN,87s,Speculative,"Call if no raise, fold to raise"
BTN,KQs,Strong,"Raise, call 3-bet in position"
SB,QTo,Marginal,"Call if folded to, fold to aggression"
CO,AJs,Strong,"Raise, call 3-bet in position"
BB,T9s,Speculative,"Call if no raise, fold to raise"
CO,AKs,Premium,Raise (almost always)
UTG+1,T3o,Trash,Fold (unplayable)
UTG+1,J9s,Marginal,Fold (too weak early)
HJ,J4o,Trash,Fold (unplayable)
CO,22,Marginal,"Call if folded to, fold to aggression"
UTG+1,22,Marginal,Fold (too weak early)
MP,KK,Premium,Raise (almost always)
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
UTG,22,Marginal,Fold (too weak early)
UTG+1,KTs,Speculative,Fold (not profitable OOP)
BTN,83o,Trash,Fold (unplayable)
BTN,95o,Trash,Fold (unplayable)
BTN,J9s,Marginal,"Call if folded to, fold to aggression"
UTG+1,KTs,Speculative,Fold (not profitable OOP)
BB,KTs,Speculative,"Call if no raise, fold to raise"
UTG,AKs,Premium,Raise (almost always)
SB,KK,Premium,Raise (almost always)
MP,KK,Premium,Raise (almost always)
CO,JJ,Strong,"Raise, call 3-bet in position"
UTG+1,AKs,Premium,Raise (almost always)
BB,95o,Trash,Fold (unplayable)
BB,72o,Trash,Fold (unplayable)
SB,KQs,Strong,"Raise, call 3-bet in position"
BTN,KK,Premium,Raise (almost always)
CO,J9s,Marginal,"Call if folded to, fold to aggression"
MP,83o,Trash,Fold (unplayable)
UTG,AKs,Premium,Raise (almost always)
BB,AQs,Strong,"Call, fold to large 3-bet"
CO,AKs,Premium,Raise (almost always)
CO,AQs,Strong,"Raise, call 3-bet in position"
UTG,J9s,Marginal,Fold (too weak early)
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
UTG,KJo,Marginal,Fold (too weak early)
UTG+1,J9s,Marginal,Fold (too weak early)
BTN,AA,Premium,Raise (almost always)
SB,A9o,Marginal,"Call if folded to, fold to aggression"
BB,J9s,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
BB,AJs,Strong,"Call, fold to large 3-bet"
BTN,87s,Speculative,"Call if no raise, fold to raise"
BTN,TT,Strong,"Raise, call 3-bet in position"
SB,A5s,Speculative,"Call if no raise, fold to raise"
BB,A9o,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
MP,AA,Premium,Raise (almost always)
BB,J4o,Trash,Fold (unplayable)
BB,72o,Trash,Fold (unplayable)
BB,QQ,Premium,Raise (almost always)
BTN,KK,Premium,Raise (almost always)
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
UTG,J4o,Trash,Fold (unplayable)
SB,T3o,Trash,Fold (unplayable)
SB,KK,Premium,Raise (almost always)
MP,A5s,Speculative,Fold (not profitable OOP)
CO,22,Marginal,"Call if folded to, fold to aggression"
BTN,AQs,Strong,"Raise, call 3-bet in position"
BB,QQ,Premium,Raise (almost always)
MP,TT,Strong,"Call, fold to large 3-bet"
UTG,72o,Trash,Fold (unplayable)
UTG,98s,Speculative,Fold (not profitable OOP)
MP,T3o,Trash,Fold (unplayable)
UTG,QTo,Marginal,Fold (too weak early)
MP,TT,Strong,"Call, fold to large 3-bet"
UTG+1,AA,Premium,Raise (almost always)
SB,KJo,Marginal,"Call if folded to, fold to aggression"
MP,83o,Trash,Fold (unplayable)
MP,83o,Trash,Fold (unplayable)
SB,KTs,Speculative,"Call if no raise, fold to raise"
BTN,TT,Strong,"Raise, call 3-bet in position"
BB,T3o,Trash,Fold (unplayable)
MP,J4o,Trash,Fold (unplayable)
HJ,QTo,Marginal,"Call if folded to, fold to aggression"
BTN,KQs,Strong,"Raise, call 3-bet in position"
HJ,J9s,Marginal,"Call if folded to, fold to aggression"
UTG,22,Marginal,Fold (too weak early)
BB,72o,Trash,Fold (unplayable)
SB,22,Marginal,"Call if folded to, fold to aggression"
UTG,KK,Premium,Raise (almost always)
UTG,A9o,Marginal,Fold (too weak early)
CO,98s,Speculative,Fold (not profitable OOP)
BTN,AJs,Strong,"Raise, call 3-bet in position"
UTG+1,TT,Strong,"Call, fold to large 3-bet"
BTN,72o,Trash,Fold (unplayable)
UTG,72o,Trash,Fold (unplayable)
MP,22,Marginal,Fold (too weak early)
BB,KK,Premium,Raise (almost always)
BTN,QQ,Premium,Raise (almost always)
HJ,AKs,Premium,Raise (almost always)
HJ,A5s,Speculative,Fold (not profitable OOP)
CO,KQs,Strong,"Raise, call 3-bet in position"
CO,AQs,Strong,"Raise, call 3-bet in position"
MP,KTs,Speculative,Fold (not profitable OOP)
BTN,AA,Premium,Raise (almost always)
BB,83o,Trash,Fold (unplayable)
BB,KK,Premium,Raise (almost always)
UTG,J9s,Marginal,Fold (too weak early)
CO,JJ,Strong,"Raise, call 3-bet in position"
BB,T3o,Trash,Fold (unplayable)
BB,KK,Premium,Raise (almost always)
SB,72o,Trash,Fold (unplayable)
UTG+1,T3o,Trash,Fold (unplayable)
BB,J4o,Trash,Fold (unplayable)
BTN,QTo,Marginal,"Call if folded to, fold to aggression"
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
BB,A5s,Speculative,"Call if no raise, fold to raise"
MP,87s,Speculative,Fold (not profitable OOP)
CO,T9s,Speculative,Fold (not profitable OOP)
BB,AKs,Premium,Raise (almost always)
BTN,KQs,Strong,"Raise, call 3-bet in position"
HJ,95o,Trash,Fold (unplayable)
HJ,J9s,Marginal,"Call if folded to, fold to aggression"
HJ,A5s,Speculative,Fold (not profitable OOP)
HJ,KJo,Marginal,"Call if folded to, fold to aggression"
CO,98s,Speculative,Fold (not profitable OOP)
SB,QTo,Marginal,"Call if folded to, fold to aggression"
BB,QQ,Premium,Raise (almost always)
MP,JJ,Strong,"Call, fold to large 3-bet"
CO,AA,Premium,Raise (almost always)
HJ,QTo,Marginal,"Call if folded to, fold to aggression"
BTN,72o,Trash,Fold (unplayable)
MP,J4o,Trash,Fold (unplayable)
SB,A5s,Speculative,"Call if no raise, fold to raise"
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
BB,JJ,Strong,"Call, fold to large 3-bet"
MP,A5s,Speculative,Fold (not profitable OOP)
CO,83o,Trash,Fold (unplayable)
BTN,QQ,Premium,Raise (almost always)
UTG+1,J9s,Marginal,Fold (too weak early)
BTN,95o,Trash,Fold (unplayable)
UTG,A9o,Marginal,Fold (too weak early)
UTG,J9s,Marginal,Fold (too weak early)
HJ,T9s,Speculative,Fold (not profitable OOP)
BB,A9o,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
UTG,J9s,Marginal,Fold (too weak early)
MP,T9s,Speculative,Fold (not profitable OOP)
BB,T9s,Speculative,"Call if no raise, fold to raise"
UTG+1,KK,Premium,Raise (almost always)
CO,KQs,Strong,"Raise, call 3-bet in position"
SB,T9s,Speculative,"Call if no raise, fold to raise"
SB,72o,Trash,Fold (unplayable)
BB,22,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
BB,KQs,Strong,"Call, fold to large 3-bet"
BB,KK,Premium,Raise (almost always)
MP,98s,Speculative,Fold (not profitable OOP)
BTN,22,Marginal,"Call if folded to, fold to aggression"
MP,TT,Strong,"Call, fold to large 3-bet"
BB,95o,Trash,Fold (unplayable)
UTG,87s,Speculative,Fold (not profitable OOP)
MP,KK,Premium,Raise (almost always)
BTN,QTo,Marginal,"Call if folded to, fold to aggression"
UTG,A5s,Speculative,Fold (not profitable OOP)
BB,J4o,Trash,Fold (unplayable)
UTG,98s,Speculative,Fold (not profitable OOP)
HJ,22,Marginal,"Call if folded to, fold to aggression"
BTN,A5s,Speculative,"Call if no raise, fold to raise"
HJ,83o,Trash,Fold (unplayable)
BTN,A9o,Marginal,"Call if folded to, fold to aggression"
HJ,QQ,Premium,Raise (almost always)
BB,AA,Premium,Raise (almost always)
UTG,AJs,Strong,"Call, fold to large 3-bet"
UTG+1,QTo,Marginal,Fold (too weak early)
SB,22,Marginal,"Call if folded to, fold to aggression"
CO,T9s,Speculative,Fold (not profitable OOP)
MP,A5s,Speculative,Fold (not profitable OOP)
SB,QQ,Premium,Raise (almost always)
MP,KQs,Strong,"Call, fold to large 3-bet"
SB,AJs,Strong,"Raise, call 3-bet in position"
BB,JJ,Strong,"Call, fold to large 3-bet"
BTN,QQ,Premium,Raise (almost always)
BB,98s,Speculative,"Call if no raise, fold to raise"
BTN,KK,Premium,Raise (almost always)
CO,AKs,Premium,Raise (almost always)
MP,98s,Speculative,Fold (not profitable OOP)
HJ,22,Marginal,"Call if folded to, fold to aggression"
HJ,A9o,Marginal,"Call if folded to, fold to aggression"
MP,TT,Strong,"Call, fold to large 3-bet"
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
SB,TT,Strong,"Raise, call 3-bet in position"
HJ,KTs,Speculative,Fold (not profitable OOP)
BTN,72o,Trash,Fold (unplayable)
SB,QTo,Marginal,"Call if folded to, fold to aggression"
UTG,J4o,Trash,Fold (unplayable)
SB,KJo,Marginal,"Call if folded to, fold to aggression"
SB,J9s,Marginal,"Call if folded to, fold to aggression"
CO,87s,Speculative,Fold (not profitable OOP)
UTG+1,22,Marginal,Fold (too weak early)
BTN,87s,Speculative,"Call if no raise, fold to raise"
MP,J4o,Trash,Fold (unplayable)
CO,A5s,Speculative,Fold (not profitable OOP)
MP,T3o,Trash,Fold (unplayable)
HJ,TT,Strong,"Call, fold to large 3-bet"
UTG+1,QTo,Marginal,Fold (too weak early)
HJ,98s,Speculative,Fold (not profitable OOP)
SB,JJ,Strong,"Raise, call 3-bet in position"
UTG,87s,Speculative,Fold (not profitable OOP)
BB,KQs,Strong,"Call, fold to large 3-bet"
UTG,A5s,Speculative,Fold (not profitable OOP)
MP,AJs,Strong,"Call, fold to large 3-bet"
BTN,T9s,Speculative,"Call if no raise, fold to raise"
CO,AA,Premium,Raise (almost always)
BTN,T3o,Trash,Fold (unplayable)
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
UTG,AA,Premium,Raise (almost always)
UTG+1,AJs,Strong,"Call, fold to large 3-bet"
SB,KJo,Marginal,"Call if folded to, fold to aggression"
SB,J4o,Trash,Fold (unplayable)
CO,87s,Speculative,Fold (not profitable OOP)
UTG+1,T9s,Speculative,Fold (not profitable OOP)
HJ,KK,Premium,Raise (almost always)
UTG,QTo,Marginal,Fold (too weak early)
BTN,KQs,Strong,"Raise, call 3-bet in position"
UTG+1,A5s,Speculative,Fold (not profitable OOP)
UTG+1,T9s,Speculative,Fold (not profitable OOP)
MP,A9o,Marginal,Fold (too weak early)
UTG,AQs,Strong,"Call, fold to large 3-bet"
MP,QTo,Marginal,Fold (too weak early)
HJ,KQs,Strong,"Call, fold to large 3-bet"
CO,J9s,Marginal,"Call if folded to, fold to aggression"
BB,QTo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
MP,A5s,Speculative,Fold (not profitable OOP)
BTN,95o,Trash,Fold (unplayable)
CO,83o,Trash,Fold (unplayable)
SB,AJs,Strong,"Raise, call 3-bet in position"
UTG+1,KTs,Speculative,Fold (not profitable OOP)
CO,87s,Speculative,Fold (not profitable OOP)
BB,J4o,Trash,Fold (unplayable)
MP,J4o,Trash,Fold (unplayable)
SB,A5s,Speculative,"Call if no raise, fold to raise"
BTN,T3o,Trash,Fold (unplayable)
BB,22,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
SB,J9s,Marginal,"Call if folded to, fold to aggression"
CO,J9s,Marginal,"Call if folded to, fold to aggression"
CO,KQs,Strong,"Raise, call 3-bet in position"
UTG+1,KQs,Strong,"Call, fold to large 3-bet"
UTG+1,87s,Speculative,Fold (not profitable OOP)
UTG,AA,Premium,Raise (almost always)
UTG,J9s,Marginal,Fold (too weak early)
UTG,TT,Strong,"Call, fold to large 3-bet"
BTN,QQ,Premium,Raise (almost always)
HJ,95o,Trash,Fold (unplayable)
UTG,KJo,Marginal,Fold (too weak early)
HJ,AKs,Premium,Raise (almost always)
UTG,AA,Premium,Raise (almost always)
SB,KK,Premium,Raise (almost always)
CO,72o,Trash,Fold (unplayable)
BTN,AA,Premium,Raise (almost always)
BTN,J9s,Marginal,"Call if folded to, fold to aggression"
BTN,KK,Premium,Raise (almost always)
HJ,95o,Trash,Fold (unplayable)
CO,QQ,Premium,Raise (almost always)
BTN,AA,Premium,Raise (almost always)
UTG+1,A9o,Marginal,Fold (too weak early)
BB,95o,Trash,Fold (unplayable)
SB,A5s,Speculative,"Call if no raise, fold to raise"
MP,KQs,Strong,"Call, fold to large 3-bet"
UTG+1,98s,Speculative,Fold (not profitable OOP)
UTG,AQs,Strong,"Call, fold to large 3-bet"
SB,95o,Trash,Fold (unplayable)
CO,A9o,Marginal,"Call if folded to, fold to aggression"
HJ,J4o,Trash,Fold (unplayable)
UTG,A9o,Marginal,Fold (too weak early)
UTG+1,AJs,Strong,"Call, fold to large 3-bet"
SB,KTs,Speculative,"Call if no raise, fold to raise"
BB,T3o,Trash,Fold (unplayable)
SB,A5s,Speculative,"Call if no raise, fold to raise"
HJ,JJ,Strong,"Call, fold to large 3-bet"
SB,AJs,Strong,"Raise, call 3-bet in position"
HJ,J9s,Marginal,"Call if folded to, fold to aggression"
CO,T3o,Trash,Fold (unplayable)
MP,KK,Premium,Raise (almost always)
HJ,T9s,Speculative,Fold (not profitable OOP)
BTN,83o,Trash,Fold (unplayable)
CO,72o,Trash,Fold (unplayable)
UTG+1,J4o,Trash,Fold (unplayable)
HJ,KK,Premium,Raise (almost always)
BB,22,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
HJ,QTo,Marginal,"Call if folded to, fold to aggression"
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
BTN,72o,Trash,Fold (unplayable)
HJ,AQs,Strong,"Call, fold to large 3-bet"
BB,AKs,Premium,Raise (almost always)
CO,T9s,Speculative,Fold (not profitable OOP)
BTN,72o,Trash,Fold (unplayable)
UTG,A9o,Marginal,Fold (too weak early)
BTN,KJo,Marginal,"Call if folded to, fold to aggression"
SB,98s,Speculative,"Call if no raise, fold to raise"
CO,TT,Strong,"Raise, call 3-bet in position"
MP,J9s,Marginal,Fold (too weak early)
UTG,95o,Trash,Fold (unplayable)
MP,KQs,Strong,"Call, fold to large 3-bet"
MP,JJ,Strong,"Call, fold to large 3-bet"
MP,95o,Trash,Fold (unplayable)
SB,KTs,Speculative,"Call if no raise, fold to raise"
BB,QQ,Premium,Raise (almost always)
SB,J9s,Marginal,"Call if folded to, fold to aggression"
UTG+1,J9s,Marginal,Fold (too weak early)
BTN,QTo,Marginal,"Call if folded to, fold to aggression"
BB,TT,Strong,"Call, fold to large 3-bet"
CO,72o,Trash,Fold (unplayable)
CO,AA,Premium,Raise (almost always)
BB,J9s,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
BTN,T3o,Trash,Fold (unplayable)
